ImageId,Label
1752,8
1753,6
1754,2
1755,4
1756,4
1757,2
1758,0
1759,1
1760,8
1761,2
1762,2
1763,4
1764,0
1765,8
1766,2
1767,9
1768,8
1769,4
1770,7
1771,6
1772,4
1773,2
1774,8
1775,1
1776,1
1777,0
1778,1
1779,2
1780,0
1781,3
1782,2
1783,7
1784,3
1785,2
1786,4
1787,5
1788,4
1789,9
1790,7
1791,5
1792,5
1793,0
1794,4
1795,2
1796,5
1797,5
1798,1
1799,1
1800,4
1801,0
1802,1
1803,0
1804,1
1805,0
1806,9
1807,9
1808,8
1809,3
1810,5
1811,1
1812,6
1813,3
1814,9
1815,3
1816,7
1817,3
1818,8
1819,4
1820,0
1821,8
1822,4
1823,7
1824,8
1825,4
1826,2
1827,5
1828,4
1829,9
1830,7
1831,9
1832,5
1833,4
1834,3
1835,4
1836,6
1837,6
1838,8
1839,7
1840,5
1841,8
1842,2
1843,8
1844,2
1845,6
1846,6
1847,1
1848,1
1849,2
1850,7
1851,5
1852,1
1853,4
1854,2
1855,4
1856,6
1857,1
1858,6
1859,6
1860,5
1861,3
1862,4
1863,6
1864,7
1865,6
1866,6
1867,1
1868,4
1869,8
1870,6
1871,9
1872,0
1873,3
1874,3
1875,8
1876,6
1877,7
1878,9
1879,3
1880,5
1881,8
1882,8
1883,2
1884,4
1885,9
1886,4
1887,8
1888,5
1889,5
1890,2
1891,1
1892,4
1893,1
1894,0
1895,6
1896,8
1897,2
1898,0
1899,4
1900,4
1901,8
1902,7
1903,8
1904,0
1905,1
1906,1
1907,4
1908,4
1909,5
1910,4
1911,4
1912,3
1913,8
1914,4
1915,3
1916,8
1917,9
1918,5
1919,4
1920,3
1921,2
1922,6
1923,2
1924,5
1925,9
1926,7
1927,0
1928,2
1929,7
1930,7
1931,8
1932,7
1933,2
1934,2
1935,8
1936,6
1937,1
1938,9
1939,5
1940,8
1941,2
1942,4
1943,4
1944,2
1945,1
1946,3
1947,4
1948,9
1949,5
1950,6
1951,9
1952,0
1953,6
1954,9
1955,4
1956,4
1957,9
1958,6
1959,6
1960,5
1961,5
1962,8
1963,2
1964,0
1965,7
1966,3
1967,5
1968,1
1969,6
1970,2
1971,0
1972,7
1973,1
1974,9
1975,7
1976,6
1977,0
1978,0
1979,9
1980,6
1981,7
1982,6
1983,5
1984,4
1985,4
1986,1
1987,2
1988,1
1989,2
1990,2
1991,5
1992,5
1993,4
1994,0
1995,9
1996,2
1997,6
1998,2
1999,4
2000,4
2001,0
2002,8
2003,1
2004,6
2005,3
2006,2
2007,0
2008,7
2009,1
2010,8
2011,4
2012,7
2013,4
2014,4
2015,6
2016,5
2017,5
2018,1
2019,9
2020,7
2021,1
2022,8
2023,3
2024,1
2025,9
2026,6
2027,3
2028,6
2029,9
2030,5
2031,5
2032,7
2033,2
2034,5
2035,5
2036,3
2037,0
2038,7
2039,8
2040,2
2041,4
2042,4
2043,3
2044,2
2045,8
2046,8
2047,8
2048,5
2049,2
2050,6
2051,2
2052,7
2053,7
2054,3
2055,3
2056,6
2057,6
2058,0
2059,8
2060,4
2061,3
2062,2
2063,9
2064,1
2065,4
2066,3
2067,4
2068,6
2069,6
2070,3
2071,9
2072,5
2073,6
2074,1
2075,9
2076,6
2077,7
2078,7
2079,8
2080,9
2081,3
2082,7
2083,4
2084,5
2085,0
2086,9
2087,9
2088,5
2089,4
2090,1
2091,6
2092,0
2093,9
2094,8
2095,8
2096,2
2097,8
2098,9
2099,7
2100,6
2101,1
2102,2
2103,6
2104,6
2105,3
2106,9
2107,8
2108,1
2109,9
2110,6
2111,8
2112,4
2113,1
2114,6
2115,6
2116,2
2117,2
2118,8
2119,6
2120,2
2121,5
2122,5
2123,4
2124,6
2125,9
2126,6
2127,9
2128,1
2129,2
2130,4
2131,5
2132,0
2133,5
2134,4
2135,6
2136,7
2137,2
2138,1
2139,5
2140,6
2141,6
2142,4
2143,9
2144,4
2145,8
2146,8
2147,7
2148,5
2149,5
2150,1
2151,1
2152,2
2153,9
2154,8
2155,9
2156,2
2157,3
2158,8
2159,2
2160,9
2161,9
2162,0
2163,9
2164,8
2165,3
2166,9
2167,8
2168,4
2169,6
2170,8
2171,4
2172,6
2173,4
2174,7
2175,6
2176,7
2177,9
2178,4
2179,7
2180,4
2181,2
2182,4
2183,5
2184,2
2185,8
2186,7
2187,6
2188,7
2189,6
2190,5
2191,3
2192,8
2193,1
2194,2
2195,9
2196,1
2197,4
2198,0
2199,1
2200,3
2201,2
2202,7
2203,8
2204,0
2205,8
2206,9
2207,1
2208,7
2209,8
2210,8
2211,0
2212,7
2213,4
2214,2
2215,4
2216,4
2217,0
2218,7
2219,4
2220,7
2221,4
2222,4
2223,0
2224,6
2225,3
2226,8
2227,8
2228,0
2229,4
2230,6
2231,7
2232,1
2233,9
2234,6
2235,7
2236,4
2237,4
2238,3
2239,1
2240,7
2241,3
2242,8
2243,9
2244,4
2245,6
2246,9
2247,7
2248,4
2249,9
2250,1
2251,2
2252,8
2253,9
2254,1
2255,3
2256,9
2257,7
2258,1
2259,4
2260,1
2261,6
2262,7
2263,6
2264,0
2265,9
2266,8
2267,3
2268,6
2269,2
2270,9
2271,5
2272,8
2273,2
2274,3
2275,0
2276,4
2277,5
2278,3
2279,8
2280,4
2281,5
2282,3
2283,0
2284,8
2285,7
2286,4
2287,0
2288,6
2289,4
2290,6
2291,5
2292,2
2293,3
2294,3
2295,4
2296,4
2297,1
2298,6
2299,9
2300,2
2301,4
2302,8
2303,2
2304,4
2305,2
2306,5
2307,7
2308,2
2309,5
2310,9
2311,7
2312,8
2313,4
2314,8
2315,5
2316,9
2317,3
2318,8
2319,0
2320,7
2321,4
2322,4
2323,0
2324,9
2325,7
2326,3
2327,9
2328,4
2329,3
2330,1
2331,2
2332,5
2333,2
2334,5
2335,7
2336,6
2337,0
2338,3
2339,2
2340,4
2341,3
2342,7
2343,0
2344,9
2345,2
2346,0
2347,2
2348,9
2349,2
2350,7
2351,2
2352,4
2353,7
2354,5
2355,1
2356,8
2357,9
2358,9
2359,0
2360,2
2361,7
2362,7
2363,8
2364,2
2365,3
2366,5
2367,4
2368,7
2369,2
2370,3
2371,6
2372,1
2373,3
2374,7
2375,1
2376,5
2377,6
2378,8
2379,0
2380,1
2381,1
2382,8
2383,4
2384,8
2385,0
2386,3
2387,7
2388,8
2389,7
2390,7
2391,9
2392,2
2393,6
2394,5
2395,5
2396,8
2397,7
2398,5
2399,3
2400,7
2401,8
2402,6
2403,3
2404,8
2405,3
2406,1
2407,2
2408,4
2409,7
2410,7
2411,3
2412,2
2413,2
2414,0
2415,0
2416,1
2417,2
2418,9
2419,8
2420,4
2421,5
2422,3
2423,5
2424,6
2425,7
2426,4
2427,4
2428,1
2429,8
2430,7
2431,3
2432,9
2433,4
2434,4
2435,9
2436,2
2437,7
2438,1
2439,4
2440,5
2441,8
2442,6
2443,3
2444,6
2445,7
2446,7
2447,5
2448,3
2449,4
2450,4
2451,9
2452,3
2453,8
2454,3
2455,4
2456,2
2457,2
2458,8
2459,4
2460,6
2461,8
2462,7
2463,7
2464,0
2465,4
2466,9
2467,3
2468,7
2469,8
2470,8
2471,1
2472,6
2473,4
2474,9
2475,1
2476,4
2477,4
2478,3
2479,9
2480,1
2481,2
2482,4
2483,1
2484,1
2485,0
2486,1
2487,7
2488,4
2489,2
2490,6
2491,6
2492,5
2493,3
2494,2
2495,4
2496,4
2497,5
2498,0
2499,5
2500,1
2501,0
2502,4
2503,8
2504,0
2505,4
2506,6
2507,5
2508,1
2509,5
2510,8
2511,0
2512,6
2513,2
2514,4
2515,3
2516,8
2517,5
2518,2
2519,4
2520,3
2521,2
2522,1
2523,7
2524,4
2525,5
2526,1
2527,5
2528,9
2529,0
2530,7
2531,6
2532,3
2533,8
2534,7
2535,3
2536,2
2537,2
2538,0
2539,1
2540,5
2541,3
2542,2
2543,4
2544,1
2545,7
2546,6
2547,9
2548,1
2549,7
2550,5
2551,8
2552,1
2553,7
2554,6
2555,6
2556,3
2557,1
2558,0
2559,3
2560,1
2561,3
2562,0
2563,2
2564,6
2565,2
2566,1
2567,4
2568,5
2569,7
2570,4
2571,6
2572,7
2573,5
2574,4
2575,2
2576,9
2577,8
2578,5
2579,4
2580,8
2581,9
2582,7
2583,6
2584,5
2585,2
2586,4
2587,8
2588,4
2589,1
2590,8
2591,4
2592,8
2593,3
2594,8
2595,6
2596,7
2597,3
2598,9
2599,2
2600,4
2601,8
2602,8
2603,3
2604,4
2605,7
2606,4
2607,1
2608,6
2609,9
2610,4
2611,7
2612,8
2613,6
2614,5
2615,6
2616,2
2617,0
2618,1
2619,9
2620,7
2621,3
2622,6
2623,7
2624,9
2625,6
2626,6
2627,8
2628,9
2629,2
2630,5
2631,6
2632,2
2633,7
2634,6
2635,3
2636,4
2637,4
2638,8
2639,8
2640,5
2641,6
2642,0
2643,8
2644,4
2645,2
2646,5
2647,5
2648,2
2649,1
2650,5
2651,5
2652,6
2653,1
2654,4
2655,5
2656,5
2657,3
2658,5
2659,0
2660,1
2661,8
2662,1
2663,3
2664,2
2665,3
2666,2
2667,5
2668,7
2669,5
2670,4
2671,0
2672,2
2673,1
2674,0
2675,7
2676,4
2677,6
2678,7
2679,9
2680,7
2681,2
2682,2
2683,7
2684,9
2685,3
2686,4
2687,4
2688,7
2689,4
2690,7
2691,9
2692,5
2693,8
2694,9
2695,1
2696,6
2697,2
2698,9
2699,3
2700,9
2701,7
2702,6
2703,4
2704,2
2705,1
2706,3
2707,0
2708,1
2709,0
2710,6
2711,6
2712,1
2713,7
2714,1
2715,0
2716,4
2717,6
2718,4
2719,1
2720,8
2721,9
2722,8
2723,1
2724,1
2725,2
2726,2
2727,1
2728,8
2729,9
2730,4
2731,5
2732,7
2733,6
2734,9
2735,3
2736,1
2737,4
2738,4
2739,8
2740,7
2741,0
2742,7
2743,6
2744,6
2745,5
2746,3
2747,5
2748,3
2749,8
2750,8
2751,7
2752,8
2753,3
2754,4
2755,6
2756,6
2757,5
2758,0
2759,5
2760,6
2761,8
2762,5
2763,1
2764,2
2765,1
2766,0
2767,1
2768,0
2769,5
2770,4
2771,4
2772,7
2773,4
2774,1
2775,8
2776,4
2777,1
2778,0
2779,1
2780,6
2781,4
2782,2
2783,9
2784,9
2785,8
2786,5
2787,0
2788,0
2789,1
2790,4
2791,7
2792,7
2793,8
2794,9
2795,8
2796,3
2797,6
2798,5
2799,3
2800,3
2801,8
2802,6
2803,1
2804,4
2805,5
2806,3
2807,4
2808,3
2809,8
2810,3
2811,1
2812,4
2813,5
2814,0
2815,0
2816,6
2817,8
2818,5
2819,4
2820,1
2821,1
2822,8
2823,8
2824,7
2825,2
2826,6
2827,6
2828,5
2829,9
2830,5
2831,8
2832,2
2833,0
2834,4
2835,6
2836,9
2837,9
2838,3
2839,4
2840,0
2841,4
2842,8
2843,3
2844,7
2845,1
2846,1
2847,9
2848,4
2849,5
2850,8
2851,9
2852,9
2853,7
2854,5
2855,1
2856,8
2857,7
2858,7
2859,7
2860,0
2861,8
2862,2
2863,4
2864,0
2865,8
2866,8
2867,0
2868,4
2869,7
2870,4
2871,6
2872,4
2873,9
2874,7
2875,0
2876,8
2877,6
2878,8
2879,1
2880,2
2881,0
2882,6
2883,1
2884,2
2885,5
2886,2
2887,2
2888,0
2889,9
2890,1
2891,4
2892,5
2893,4
2894,4
2895,4
2896,7
2897,1
2898,8
2899,3
2900,3
2901,0
2902,4
2903,7
2904,2
2905,4
2906,5
2907,0
2908,8
2909,6
2910,2
2911,0
2912,4
2913,3
2914,1
2915,0
2916,4
2917,1
2918,7
2919,4
2920,6
2921,2
2922,1
2923,8
2924,5
2925,6
2926,3
2927,1
2928,7
2929,2
2930,1
2931,9
2932,1
2933,4
2934,2
2935,4
2936,3
2937,8
2938,1
2939,2
2940,6
2941,6
2942,1
2943,7
2944,4
2945,8
2946,9
2947,9
2948,9
2949,5
2950,9
2951,2
2952,6
2953,6
2954,2
2955,4
2956,0
2957,6
2958,2
2959,8
2960,8
2961,6
2962,5
2963,6
2964,9
2965,2
2966,0
2967,5
2968,0
2969,1
2970,3
2971,3
2972,1
2973,8
2974,3
2975,6
2976,0
2977,4
2978,9
2979,2
2980,5
2981,6
2982,0
2983,7
2984,6
2985,7
2986,6
2987,9
2988,6
2989,4
2990,7
2991,0
2992,1
2993,7
2994,6
2995,3
